,FIPS,Urban,Total_population,P_WH,P_AA,P_AI,P_AS,P_NH,P_OR,P_2R,P_Latino,P_native,P_FB,P_citizen,P_non-citizen,P_NoSchool,P_HS_no_degree,P_HS_or_GED,P_some_college,P_college_degree,P_Masters_prof_doc,P_limited_eng,Poverty_rate,MED_HH_income,UE_rate,P_UI,P_Insured,P_UI_under_18,P_UI_18-64,P_UI_65_over,P_any_private_ins,P_any_public_ins,P_Medicare_alone,P_Medicaid_alone,Respiratory HI,Low_access,GINI
10,49003960702,1.0,2773,0.9069599711503786,0.0,0.02452217814641183,0.0018031013342949874,0.005409304002884962,0.03678326721961774,0.02452217814641183,0.06779661016949153,0.9621348719798053,0.03786512802019473,0.9699195522910108,0.030080447708989155,0.04916261480280929,0.03511615343057806,0.2884927066450567,0.2992976769313884,0.25823878984332793,0.06969205834683954,0.022274325908558032,0.1704225352112676,45924.0,0.075,0.11199999999999999,0.888,0.132,0.12300000000000001,0.0,0.665,0.315,0.152,0.198,0.2,1.0,0.5262
11,49003960801,0.0,4373,0.946947175851818,0.001829407729247656,0.01074777040932998,0.010976446375485937,0.0,0.014863937800137205,0.014635261833981249,0.04756460096043906,0.9844500343013949,0.015549965698605077,0.9988579259936043,0.0011420740063956144,0.025379139585267718,0.03961621788919839,0.32497678737233054,0.28443206437635404,0.2562674094707521,0.06932838130609718,0.02185249565433325,0.06487341772151899,77961.0,0.019,0.057,0.943,0.036000000000000004,0.078,0.006999999999999999,0.862,0.185,0.141,0.052000000000000005,0.2,0.0,0.3633
12,49003960802,1.0,4842,0.9869888475836431,0.0,0.0,0.0,0.0,0.0026848409748038,0.010326311441553077,0.06897976042957456,0.9902932672449402,0.009706732755059892,1.0,0.0,0.01244416081684748,0.01691129546904914,0.2284620293554563,0.25781748564135293,0.38257817485641354,0.10178685386088067,0.01997366110623354,0.017878911011783828,92091.0,0.009000000000000001,0.027999999999999997,0.972,0.015,0.044000000000000004,0.0,0.9359999999999999,0.15,0.128,0.033,0.2,1.0,0.3257
13,49005000101,0.0,4941,0.9394859340214532,0.0,0.006881198138028739,0.0028334345274235984,0.004654928152195912,0.023679417122040074,0.022465088038858532,0.0692167577413479,0.9639749038656142,0.03602509613438575,0.9803571428571428,0.019642857142857142,0.03480916030534351,0.023206106870229008,0.3065648854961832,0.2564885496183206,0.3062595419847328,0.07267175572519084,0.02808738296923763,0.0744920993227991,62045.0,0.032,0.09300000000000001,0.907,0.071,0.121,0.019,0.775,0.231,0.11900000000000001,0.121,0.1,0.0,0.3625
14,49005000102,0.0,1501,0.9793471019320453,0.0,0.0,0.0,0.0,0.013990672884743505,0.006662225183211193,0.08261159227181879,0.9800133244503664,0.019986675549633577,0.9907590759075907,0.009240924092409241,0.04775549188156638,0.019102196752626553,0.3973256924546323,0.279847182425979,0.19197707736389685,0.06399235912129896,0.03524229074889868,0.04834254143646409,58516.0,0.028999999999999998,0.045,0.955,0.047,0.057999999999999996,0.0,0.815,0.24100000000000002,0.165,0.081,0.1,0.0,0.3796
15,49005000201,1.0,3914,0.9394481349003577,0.0,0.0,0.027848748083801736,0.0,0.0,0.032703117015840576,0.08099131323454267,0.9517118037812979,0.0482881962187021,0.9664197530864198,0.03358024691358025,0.038198632891033375,0.02613590671491757,0.22235625251306795,0.380377965420185,0.291113791716928,0.04181745074386811,0.030691964285714284,0.04945904173106646,66053.0,0.017,0.05,0.95,0.01,0.092,0.0,0.812,0.22899999999999998,0.127,0.107,0.1,1.0,0.3212
16,49005000202,1.0,8167,0.9731847679686544,0.0,0.004040651401983592,0.0018366597281743603,0.0,0.007346638912697441,0.013591281988490266,0.05730378351904004,0.9725725480592629,0.027427451940737112,0.9851628468033775,0.014837153196622436,0.05996884735202492,0.021417445482866043,0.15712616822429906,0.32398753894080995,0.34092679127725856,0.09657320872274143,0.02676889965025558,0.07213683688646505,72074.0,0.032,0.023,0.977,0.0,0.045,0.0,0.898,0.155,0.092,0.075,0.1,1.0,0.3392
17,49005000300,0.0,8280,0.9242753623188406,0.00785024154589372,0.003864734299516908,0.0,0.0013285024154589373,0.04359903381642512,0.019082125603864734,0.21485507246376812,0.9332125603864734,0.06678743961352657,0.9605568445475638,0.03944315545243619,0.06201550387596899,0.040310077519379844,0.2641472868217054,0.24069767441860465,0.313953488372093,0.07887596899224807,0.06849888392857142,0.0789873417721519,58265.0,0.034,0.066,0.934,0.039,0.099,0.0,0.6829999999999999,0.318,0.095,0.23399999999999999,0.2,0.0,0.4068
18,49005000401,1.0,4897,0.8668572595466613,0.0,0.008168266285480907,0.03941188482744538,0.0008168266285480906,0.05186849091280376,0.03287727179906065,0.1016949152542373,0.9121911374310803,0.08780886256891975,0.9304579137374122,0.06954208626258787,0.04713231118682567,0.021578648495173196,0.1635434412265758,0.38103350369108463,0.2989778534923339,0.08773424190800681,0.06810115350488022,0.21751932278248068,52404.0,0.024,0.102,0.898,0.055999999999999994,0.14400000000000002,0.0,0.79,0.204,0.11,0.085,0.2,1.0,0.5212
19,49005000402,0.0,4167,0.9829613630909527,0.0069594432445404366,0.0,0.010079193664506839,0.0,0.0,0.0,0.025437964962802977,0.9704823614110871,0.029517638588912886,0.9797789795438514,0.0202210204561486,0.026927333087421616,0.005901881224640354,0.15381777941718922,0.27406860936923644,0.34784212467724085,0.1914422722242715,0.017458279845956354,0.08034433285509325,89926.0,0.025,0.055,0.945,0.028999999999999998,0.087,0.0,0.809,0.214,0.13,0.091,0.2,0.0,0.4276
20,49005000403,1.0,6203,0.9029501853941642,0.012574560696437209,0.005964855714976625,0.04223762695469934,0.0,0.024020635176527486,0.012252136063195229,0.06577462518136386,0.9295502176366275,0.07044978236337256,0.9540141494924639,0.04598585050753614,0.025616003903391072,0.02683581361307636,0.21956574774335202,0.31324713344718225,0.28836301536960235,0.12637228592339594,0.05889746812713234,0.061923191426019646,77159.0,0.027999999999999997,0.037000000000000005,0.963,0.027999999999999997,0.049,0.0,0.872,0.166,0.095,0.077,0.2,1.0,0.4017
21,49005000501,1.0,5499,0.845426441171122,0.0070921985815602835,0.006182942353155119,0.014184397163120567,0.0070921985815602835,0.10783778868885252,0.012184033460629205,0.21294780869248955,0.9019821785779233,0.09801782142207674,0.9372762911198227,0.06272370888017727,0.06864931846344485,0.04807930607187113,0.22775712515489469,0.4200743494423792,0.1848822800495663,0.05055762081784387,0.12823483970645036,0.24155923879680785,33368.0,0.027999999999999997,0.12300000000000001,0.877,0.11199999999999999,0.146,0.0,0.6970000000000001,0.285,0.095,0.19699999999999998,0.2,1.0,0.4215
22,49005000502,1.0,6663,0.8308569713342339,0.028815848716794237,0.029266096352994146,0.05342938616238931,0.0,0.016058832357796787,0.041572865075791686,0.16268947921356747,0.8854870178598229,0.11451298214017709,0.9281236941078145,0.07187630589218554,0.02616632860040568,0.056795131845841784,0.23367139959432048,0.4054766734279919,0.2306288032454361,0.047261663286004056,0.1065232477446218,0.2138753866548829,43632.0,0.01,0.059000000000000004,0.941,0.025,0.073,0.0,0.787,0.18899999999999997,0.025,0.172,0.2,1.0,0.3209
23,49005000600,1.0,6266,0.8112033195020747,0.030641557612511968,0.0,0.043089690392594956,0.0055857006064474945,0.07516757101819342,0.03431216086817747,0.13501436323013086,0.8798276412384296,0.12017235876157038,0.9068017366136035,0.09319826338639653,0.04768113242689514,0.03203576084932017,0.15328739057552618,0.5230024213075061,0.19556714471968709,0.048426150121065374,0.0770277163747662,0.4801670146137787,35081.0,0.036000000000000004,0.081,0.919,0.022000000000000002,0.10400000000000001,0.0,0.823,0.185,0.10099999999999999,0.098,0.2,1.0,0.3809
24,49005000701,1.0,4186,0.9417104634495939,0.0,0.0,0.03798375537505972,0.0,0.006688963210702341,0.013616817964644052,0.07955088389870998,0.9560439560439561,0.04395604395604396,0.9796395974725017,0.020360402527498246,0.028535591094386956,0.0,0.16337409846346818,0.30918783317654436,0.26685481342113515,0.23204766384446535,0.054442732408834106,0.11514841351074719,81716.0,0.055,0.083,0.917,0.152,0.07200000000000001,0.0,0.784,0.24100000000000002,0.166,0.07,0.2,1.0,0.4298
25,49005000702,1.0,2623,0.8806709874189859,0.007624857033930614,0.009149828440716736,0.05566145634769348,0.0019062142584826535,0.012199771254288982,0.03278688524590164,0.07624857033930614,0.9142203583682806,0.0857796416317194,0.9337842648629405,0.06621573513705944,0.0,0.002066969822240595,0.08061182306738322,0.7503100454733361,0.14592806945018602,0.02108309218685407,0.06470821754664549,0.5129707112970712,23000.0,0.03,0.078,0.922,0.064,0.083,0.0,0.866,0.07400000000000001,0.003,0.068,0.2,1.0,0.3889
26,49005000800,1.0,4960,0.9423387096774194,0.0034274193548387098,0.0,0.007056451612903226,0.0,0.01653225806451613,0.03064516129032258,0.042943548387096776,0.9433467741935484,0.056653225806451615,0.9582689335394127,0.04173106646058733,0.023495189080331172,0.01141194898187514,0.11143432535242784,0.588946072946968,0.2349518908033117,0.02976057283508615,0.05100755667506297,0.44627085377821396,30498.0,0.040999999999999995,0.091,0.909,0.0,0.107,0.0,0.8320000000000001,0.129,0.047,0.083,0.2,1.0,0.4294
27,49005000900,1.0,3475,0.8060431654676259,0.01841726618705036,0.0,0.08805755395683454,0.03884892086330935,0.02964028776978417,0.018992805755395685,0.054388489208633095,0.8653237410071942,0.13467625899280575,0.9139926354550236,0.08600736454497633,0.07717041800643087,0.00964630225080386,0.16148624508753126,0.41872097177563417,0.263308324401572,0.06966773847802786,0.08343596059113301,0.27113578138343297,40353.0,0.004,0.13,0.87,0.15,0.13,0.078,0.688,0.281,0.094,0.198,0.2,1.0,0.3841
28,49005001001,1.0,3035,0.7624382207578254,0.023393739703459638,0.0,0.005271828665568369,0.008896210873146623,0.11433278418451401,0.085667215815486,0.2843492586490939,0.8629324546952224,0.1370675453047776,0.9364393705646405,0.06356062943535945,0.11094069529652352,0.023517382413087935,0.2684049079754601,0.3103271983640082,0.23568507157464214,0.05112474437627812,0.13914027149321267,0.07659574468085106,54352.0,0.028999999999999998,0.121,0.879,0.105,0.136,0.083,0.773,0.17600000000000002,0.085,0.11,0.2,1.0,0.2997
29,49005001002,1.0,5203,0.914664616567365,0.012300595810109552,0.0,0.042091101287718626,0.0,0.012492792619642513,0.01845089371516433,0.17105516048433597,0.8958293292331347,0.10417067076686527,0.9418899348298334,0.05811006517016654,0.101368332867914,0.04831052778553477,0.21669924602066462,0.3658196034627199,0.19156660150795868,0.07623568835520804,0.0662716699583059,0.1779393173198483,42610.0,0.018000000000000002,0.078,0.922,0.0,0.12300000000000001,0.036000000000000004,0.64,0.335,0.078,0.264,0.2,1.0,0.4239
30,49005001101,1.0,5852,0.903280929596719,0.0,0.0,0.01862611073137389,0.0,0.0430622009569378,0.03503075871496924,0.10030758714969241,0.9547163362952836,0.045283663704716336,0.974196770434493,0.02580322956550691,0.03330902017991733,0.016532944322878676,0.17408217845854607,0.3384390955506929,0.31947483588621445,0.11816192560175055,0.04727068092290377,0.05787476280834915,68097.0,0.016,0.034,0.966,0.006,0.055999999999999994,0.0,0.8740000000000001,0.188,0.133,0.059000000000000004,0.2,1.0,0.4106
31,49005001102,1.0,4894,0.9507560277891296,0.0,0.0012259910093992644,0.02431548835308541,0.0,0.007764609726195341,0.015937883122190438,0.0596648957907642,0.9527993461381283,0.04720065386187168,0.9835209003215434,0.01647909967845659,0.02981715893108298,0.013220815752461323,0.13839662447257384,0.2621659634317862,0.3558368495077356,0.20056258790436005,0.06307462048321574,0.10018214936247723,80417.0,0.019,0.044000000000000004,0.956,0.039,0.055999999999999994,0.0,0.866,0.184,0.134,0.046,0.2,1.0,0.4337
32,49005001201,1.0,5530,0.9593128390596745,0.0,0.003616636528028933,0.00433996383363472,0.00108499095840868,0.003616636528028933,0.02802893309222423,0.03779385171790235,0.9810126582278481,0.0189873417721519,0.9897977447646322,0.010202255235367818,0.017957351290684626,0.012345679012345678,0.2132435465768799,0.2962962962962963,0.31958473625140293,0.14057239057239057,0.014333398782642844,0.04150268336314848,82454.0,0.013000000000000001,0.046,0.9540000000000001,0.017,0.076,0.0,0.875,0.162,0.122,0.046,0.1,1.0,0.4059
33,49005001202,1.0,6472,0.9082200247218789,0.0,0.0,0.004326328800988875,0.0,0.06056860321384425,0.02688504326328801,0.11171199011124845,0.9678615574783683,0.032138442521631644,0.9843346007604563,0.015665399239543725,0.04876727174207532,0.029531292332701166,0.239772419398537,0.30262801408832296,0.2644269845570306,0.11487401788133297,0.06871394638615541,0.05225281602002503,90237.0,0.017,0.035,0.965,0.01,0.06,0.0,0.875,0.158,0.045,0.11599999999999999,0.2,1.0,0.2837
34,49005001300,0.0,6875,0.952,0.013818181818181818,0.005672727272727273,0.0017454545454545455,0.007272727272727273,0.0,0.01949090909090909,0.04072727272727273,0.9774545454545455,0.022545454545454546,0.9914912027689645,0.008508797231035477,0.03433678269049859,0.038805268109125116,0.2714016933207902,0.27257761053621826,0.27681091251175916,0.10606773283160865,0.022577610536218252,0.0416796267496112,90500.0,0.013000000000000001,0.048,0.9520000000000001,0.02,0.08199999999999999,0.0,0.875,0.168,0.114,0.057,0.2,0.0,0.3313
35,49005001401,1.0,4424,0.8865280289330922,0.007007233273056058,0.01604882459312839,0.0,0.0,0.03842676311030741,0.051989150090415916,0.1274864376130199,0.9437160940325497,0.05628390596745027,0.9586132177681473,0.04138678223185265,0.05090655509065551,0.04881450488145049,0.25488145048814503,0.3214783821478382,0.2419804741980474,0.08193863319386332,0.03582240161453078,0.06377551020408163,65380.0,0.054000000000000006,0.022000000000000002,0.978,0.017,0.028999999999999998,0.0,0.888,0.158,0.077,0.085,0.1,1.0,0.4141
36,49005001402,1.0,3996,0.9081581581581581,0.0,0.0045045045045045045,0.009009009009009009,0.023773773773773772,0.04379379379379379,0.010760760760760761,0.18793793793793795,0.8788788788788788,0.12112112112112113,0.9245719574271171,0.07542804257288292,0.053301511535401754,0.038583929992044554,0.3241845664280032,0.2724741447891806,0.26929196499602226,0.042163882259347654,0.04424040066777963,0.09946367625548513,61513.0,0.027000000000000003,0.146,0.8540000000000001,0.132,0.174,0.0,0.758,0.168,0.075,0.08900000000000001,0.2,1.0,0.371
37,49005001500,0.0,2002,0.99000999000999,0.0,0.0,0.000999000999000999,0.0,0.001998001998001998,0.006993006993006993,0.039460539460539464,0.962037962037962,0.03796203796203796,0.9823356231599607,0.017664376840039256,0.0319375443577005,0.0234208658623137,0.26969481902058196,0.27324343506032645,0.31511710432931156,0.08658623136976579,0.01293103448275862,0.05057251908396947,84097.0,0.022000000000000002,0.051,0.9490000000000001,0.03,0.073,0.022000000000000002,0.825,0.235,0.157,0.09,0.2,0.0,0.3662
38,49005980100,0.0,140,0.9642857142857143,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.9142857142857143,0.08571428571428572,1.0,0.0,0.0,0.04504504504504504,0.27927927927927926,0.46846846846846846,0.11711711711711711,0.09009009009009009,0.0,0.0,57500.0,0.0,0.314,0.6859999999999999,0.44799999999999995,0.47700000000000004,0.0,0.379,0.32899999999999996,0.32899999999999996,0.0,0.1,0.0,0.31
39,49007000100,0.0,3764,0.9489904357066951,0.002391073326248672,0.006376195536663124,0.0,0.0,0.024707757704569608,0.01753453772582359,0.09962805526036132,0.9782146652497343,0.021785334750265676,0.9843096234309623,0.015690376569037656,0.009097801364670205,0.03677028051554208,0.287338893100834,0.390068233510235,0.2266868840030326,0.050037907505686124,0.01794645483965872,0.1272549975621648,58500.0,0.076,0.06,0.94,0.059000000000000004,0.073,0.0,0.782,0.28800000000000003,0.138,0.147,0.1,0.0,0.4204
40,49007000200,0.0,4036,0.9556491575817642,0.001734390485629336,0.009415262636273538,0.0,0.0,0.020564915758176414,0.01263627353815659,0.12537165510406342,0.9757185332011893,0.024281466798810703,0.9781871061560834,0.021812893843916627,0.024290220820189275,0.05583596214511041,0.27413249211356466,0.30725552050473187,0.273186119873817,0.06529968454258675,0.05327126971812775,0.09428704133766837,63197.0,0.06,0.099,0.9009999999999999,0.13699999999999998,0.11599999999999999,0.0,0.772,0.29100000000000004,0.20800000000000002,0.10400000000000001,0.1,0.0,0.3541
