,FIPS,Total_population,P_WH,P_AA,P_AI,P_AS,P_NH,P_OR,P_2R,P_Latino,P_native,P_FB,P_citizen,P_non-citizen,P_NoSchool,P_HS_no_degree,P_HS_or_GED,P_some_college,P_college_degree,P_Masters_prof_doc,P_limited_eng,Poverty_rate,MED_HH_income,UE_rate,P_UI,P_Insured,P_UI_under_18,P_UI_18-64,P_UI_65_over,P_any_private_ins,P_any_public_ins,P_Medicare_alone,P_Medicaid_alone,Respiratory HI,NatWalkInd,GINI,SVI_themes_total,SVI_flags
10,49003960702,2851,0.8740792704314275,0.0,0.04665029814100315,0.002455278849526482,0.004910557699052964,0.03156787092248334,0.04033672395650649,0.10277095755875132,0.9673798667134339,0.03262013328656612,0.9743677375256322,0.02563226247436774,0.06747230614300101,0.045317220543806644,0.33484390735146025,0.25629405840886205,0.23313192346424974,0.06294058408862034,0.02679245283018868,0.17261904761904762,40313.0,0.07400000000000001,0.10800000000000001,0.892,0.10800000000000001,0.131,0.0,0.695,0.293,0.159,0.16699999999999998,0.166888269596623,14.333333334999999,0.5313,0.7187,3.0
11,49003960801,4532,0.9609443954104149,0.00088261253309797,0.00706090026478376,0.010150044130626656,0.0,0.013459841129744042,0.007502206531332745,0.045675198587819946,0.9832303618711385,0.01676963812886143,0.9988979501873485,0.001102049812651532,0.022928767960868235,0.037908896361968814,0.32130846835830024,0.308468358300214,0.24854784469581168,0.060837664322837055,0.02189078662496993,0.06092355452076057,77042.0,0.021,0.066,0.934,0.04,0.092,0.006999999999999999,0.858,0.18,0.135,0.052000000000000005,0.173560039343723,6.611111111333333,0.3841,0.199,0.0
12,49003960802,4767,0.974826935179358,0.0,0.0,0.0023075309418921753,0.0,0.0,0.022865533878749737,0.04174533249423117,0.9924480805538074,0.007551919446192574,1.0,0.0,0.018368067820558106,0.015542211232779936,0.199222889438361,0.26421759095725894,0.385376192158248,0.11727304839279407,0.013333333333333334,0.059636992221261884,91042.0,0.012,0.049,0.951,0.015,0.086,0.0,0.9129999999999999,0.114,0.09,0.034,0.175026766721791,13.888888886666669,0.3373,0.0995,1.0
13,49005000101,5092,0.941476826394344,0.0,0.0054988216810683424,0.004124116260801257,0.004124116260801257,0.022388059701492536,0.022388059701492536,0.060683424980361354,0.9666142969363708,0.03338570306362922,0.983201390229774,0.016798609770225913,0.03729323308270677,0.02676691729323308,0.3269172932330827,0.2505263157894737,0.277593984962406,0.08090225563909774,0.027091981647367272,0.08926553672316384,55203.0,0.037000000000000005,0.081,0.919,0.052000000000000005,0.115,0.016,0.775,0.233,0.12300000000000001,0.11900000000000001,0.129191510205911,5.722222221999999,0.3696,0.6295,0.0
14,49005000102,1564,0.9744245524296675,0.0,0.0,0.0006393861892583121,0.0,0.013427109974424553,0.011508951406649617,0.1221227621483376,0.9654731457800512,0.034526854219948847,0.9787234042553191,0.02127659574468085,0.06143667296786389,0.021739130434782608,0.3809073724007561,0.2844990548204159,0.1833648393194707,0.06805293005671077,0.0796398891966759,0.058823529411764705,61875.0,0.034,0.07400000000000001,0.9259999999999999,0.05,0.115,0.0,0.774,0.247,0.15,0.098,0.147762631889416,3.8333333334999997,0.3819,0.4443,0.0
15,49005000201,3844,0.9365244536940687,0.0,0.0,0.03355879292403746,0.0,0.0,0.02991675338189386,0.07023933402705515,0.9539542143600416,0.04604578563995838,0.9677744209466264,0.032225579053373615,0.044207941056078594,0.02251330331559558,0.27793696275071633,0.3209169054441261,0.3012689316414245,0.03315595579205895,0.0315028901734104,0.0662217659137577,64567.0,0.043,0.052000000000000005,0.948,0.024,0.083,0.0,0.825,0.203,0.121,0.08800000000000001,0.14076325299164,6.833333333,0.3239,0.4202,0.0
16,49005000202,7893,0.9825161535537819,0.0,0.0049410870391486126,0.0,0.0,0.010008868617762574,0.002533890789306981,0.04839731407576334,0.9654123907259597,0.03458760927404029,0.9781881274011649,0.021811872598835047,0.08511504785176136,0.026674811647322338,0.15231113826104664,0.3127672571777642,0.33251883526776627,0.09061290979433924,0.031586113002042206,0.07912146070388992,68021.0,0.03,0.031,0.9690000000000001,0.004,0.059000000000000004,0.0,0.893,0.16,0.09,0.086,0.135630098497368,7.4583333335,0.3274,0.3122,0.0
17,49005000300,7658,0.9072864977800993,0.00770436145207626,0.004962131104727083,0.0,0.0013058239749281796,0.054844606946983544,0.023896578741185687,0.20018281535648993,0.9345782188560982,0.0654217811439018,0.9656998738965952,0.03430012610340479,0.07413509060955518,0.04427512355848435,0.22508237232289952,0.26709225700164746,0.3165156507413509,0.0728995057660626,0.07455814644289321,0.10234077299945564,56012.0,0.038,0.066,0.934,0.046,0.09300000000000001,0.0,0.737,0.278,0.10099999999999999,0.187,0.167824298193674,4.0416666665,0.3814,0.8182,1.0
18,49005000401,4688,0.8378839590443686,0.0,0.0,0.041808873720136516,0.0019197952218430034,0.07508532423208192,0.043302047781569965,0.11860068259385666,0.9276877133105802,0.07231228668941979,0.9438292732031407,0.05617072679685927,0.04285286185196284,0.03056637698531615,0.18459694336230148,0.35301168714414144,0.3062631105783638,0.0827090200779143,0.06351446718419196,0.23625331816458095,55778.0,0.032,0.11699999999999999,0.883,0.081,0.154,0.0,0.769,0.19699999999999998,0.099,0.084,0.166734355060404,9.4166666665,0.5183,0.8491,1.0
19,49005000402,3773,0.9631592896899019,0.0068910681155579115,0.0015902464882056719,0.02279353299761463,0.0,0.0026504108136761197,0.0029154518950437317,0.028889477869069705,0.9811820832228996,0.01881791677710045,0.9968295904887715,0.003170409511228534,0.02328382175832999,0.008028904054596548,0.12806101967081493,0.30871136089923723,0.3352067442794059,0.1967081493376154,0.017040613462084634,0.03627760252365931,94821.0,0.037000000000000005,0.037000000000000005,0.963,0.024,0.054000000000000006,0.0,0.836,0.20199999999999999,0.135,0.07400000000000001,0.154542037964923,6.916666666499999,0.3963,0.0412,0.0
20,49005000403,6481,0.9177596049992285,0.015584014812528931,0.00416602376176516,0.029470760685079464,0.0,0.020984415985187473,0.01203517975621046,0.057707143959265544,0.9470760685079463,0.0529239314920537,0.9650089338892198,0.034991066110780226,0.020764511562057573,0.02595563945257197,0.23029731005191129,0.30863614912694665,0.29707409155261916,0.11727229825389335,0.05799588194921071,0.06099656357388316,75388.0,0.025,0.028999999999999998,0.971,0.02,0.039,0.0,0.883,0.161,0.08199999999999999,0.084,0.161521545596685,7.16666666675,0.3745,0.2899,0.0
21,49005000501,5414,0.8088289619504987,0.014407092722571112,0.0025858884373845584,0.01920945696342815,0.008496490579977835,0.13095677872183228,0.015515330624307351,0.21684521610639085,0.893609161433321,0.10639083856667898,0.9404203578252562,0.05957964217474379,0.05068528575122834,0.05327126971812775,0.24540987845875356,0.40806826997672613,0.19550038789759502,0.04706490819756917,0.13527533918595372,0.2257242916268704,31667.0,0.022000000000000002,0.11900000000000001,0.8809999999999999,0.08,0.157,0.0,0.662,0.311,0.1,0.222,0.181594966753133,9.74999999825,0.4338,0.94,3.0
22,49005000502,6319,0.8377907896819117,0.01993986390251622,0.02753600253204621,0.04067099224560848,0.0,0.028485519860737458,0.04557683177717994,0.18404810887798703,0.8896977369836999,0.11030226301630004,0.9289914730961482,0.07100852690385182,0.026115342763873776,0.028509249183895538,0.255930359085963,0.41262241566920566,0.2367791077257889,0.04004352557127312,0.12445809248554913,0.22622233033325226,39250.0,0.012,0.07,0.93,0.026000000000000002,0.091,0.0,0.752,0.22399999999999998,0.042,0.192,0.181427829918521,11.0,0.355,0.6449,2.0
23,49005000600,6286,0.8178491886732421,0.030862233534839325,0.0,0.04756601972637607,0.003181673560292714,0.06888323258033725,0.0316576519249125,0.10149538657333758,0.8660515431116768,0.13394845688832327,0.905372317442028,0.09462768255797206,0.050119331742243436,0.034147237011198824,0.14301450339636498,0.52542684046264,0.19405177161740408,0.053240315770148705,0.07980673108963679,0.4764184821642327,32784.0,0.037000000000000005,0.12300000000000001,0.877,0.098,0.14300000000000002,0.0,0.816,0.138,0.10099999999999999,0.053,0.165580748584895,8.3055555555,0.3718,0.837,4.0
24,49005000701,4306,0.9338132837900603,0.0,0.0,0.04807245703669299,0.0,0.006502554575011612,0.011611704598235021,0.08104969809568044,0.9440315838365072,0.0559684161634928,0.9739877855688758,0.02601221443112418,0.026482094492928078,0.0,0.15829070117363828,0.31688233523924164,0.24857056876316583,0.24977430033102618,0.05761006289308176,0.12566457225712904,81023.0,0.057,0.08,0.92,0.16,0.063,0.0,0.8190000000000001,0.21100000000000002,0.154,0.057999999999999996,0.15642513527299,8.5,0.4112,0.2367,1.0
